"Response ID","Time Started","Date Submitted","Status","Legacy Comments","Comments","Language","Referer","Extended Referer","SessionID","User Agent","Extended User Agent","Tags","Firefox Version","Default Browser","Search Engine","Sync Setup","Shield ID","Branch","Familiar:Reasonsboxes","Independent from big companies:Reasonsboxes","Recommended by a friend:Reasonsboxes","Customizable:Reasonsboxes","Different from the usual:Reasonsboxes","Open-source:Reasonsboxes","Friendly:Reasonsboxes","Fast at loading pages:Reasonsboxes","Popular:Reasonsboxes","Stable- doesn’t crash:Reasonsboxes","Loved by the tech press:Reasonsboxes","Cool:Reasonsboxes","Easy to find on my computer:Reasonsboxes","Simple to use:Reasonsboxes","Full of features:Reasonsboxes","Secure:Reasonsboxes","Private:Reasonsboxes","Efficient:Reasonsboxes","Socially responsible:Reasonsboxes","Has a good reputation:Reasonsboxes","On my side:Reasonsboxes","Something I've been using for years:Reasonsboxes","Distinctive:Reasonsboxes","New Hidden Value","Loyal:Affect","Admiring:Affect","Friendly:Affect","Enthusiastic:Affect","Hooked:Affect","Disgusted:Affect","Frustrated:Affect","Unsatisfied:Affect","Annoyed:Affect","Turned off:Affect","Used an online encyclopedia such as Wikipedia:TasksA","Checked the weather online:TasksA","Visited a group-buying / deal site such as Groupon:TasksA","Watched a vlog:TasksA","Visited an online retail site or store such as Amazon:TasksA","Made a phone call over the internet:TasksA","Listened to an online radio station / service:TasksA","Uploaded / shared a video:TasksA","Used a music-streaming service:TasksA","Used an online dating service:TasksA","Listened to or watched a podcast:TasksA","Used a price comparison service:TasksA","Visited / used a blogging service:TasksA","Used voice search or voice command tools (e.g. Siri, Cortana):TasksA","Posted a comment in a forum:TasksA","Visited a job / recruitment site:TasksA","Visited a business news website:TasksA","Used a chat or instant messaging service:TasksA","I have not done any of these tasks in the last 7 days:TasksA","Visited a travel / vacation website:TasksB","Used a search engine:TasksB","Purchased a product online:TasksB","Used a map or directions service:TasksB","Read or sent an email:TasksB","Posted a review of a product, company or service:TasksB","Visited / used a social network:TasksB","Visited an online casino, gambling, betting or lottery service:TasksB","Used website to order take-away food for delivery:TasksB","Watched sports coverage or highlights online:TasksB","Sold a product online:TasksB","Uploaded / shared a photo:TasksB","Used an internet banking service:TasksB","Visited an online auction site:TasksB","Watched a video clip or visited a video-sharing site:TasksB","Visited a news website:TasksB","Searched for a product or service you want to buy:TasksB","Used a chat or instant messaging service:TasksB","I have not done any of these tasks in the last 7 days:TasksB","Opensource:Shared Values","Independant:Shared Values","NetNeutrality:Shared Values","Available:Shared Values","Privacy:Shared Values","workhours","nonworkhours","primaryness"
"1859","Sep 17, 2018 5:20:59 pm","Sep 17, 2018 5:28:10 pm","Partial","","","English","","","1537230059_5ba044eb5ed583.67999069","","","","61.0.2","1","google-2018","0","74c95694-842d-47e0-ae81-9a1f0dff6fc4","","","Independent","Recommended","Customizable","","","Friendly","Fast","","Stable","","","Easy to find","Simple","Full of features","Secure","Private","Efficient","","Good reputation","On my side","Been using for years","","09/17/2018","3","2","3","3","2","0","0","0","0","0","39","","","","43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1860","Sep 17, 2018 5:44:03 pm","Sep 17, 2018 5:44:25 pm","Partial","","","English","","","1537231443_5ba04a53816651.19938235","","","","62.0","0","google-2018","0","08c730de-55d8-438f-9267-2ae503a71862","","","","","","","","Friendly","Fast","","Stable","","","Easy to find","Simple","","Secure","Private","Efficient","","","","","","09/17/2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1861","Sep 17, 2018 6:00:42 pm","Sep 17, 2018 6:07:23 pm","Complete","","","English","","","1537232442_5ba04e3aa9c094.36118694","","","","62.0","0","google","0","6e684cd6-4906-4296-a7bc-4f012c070f59","","","","","Customizable","Different","Opensource","Friendly","Fast","","Stable","","","Easy to find","Simple","Full of features","Secure","Private","Efficient","","Good reputation","On my side","Been using for years","","09/17/2018","2","3","3","3","3","0","0","0","0","0","39","","","","","","","46","","","","","","","","","","56","","","2","","","","","7","","","","","12","","","15","","","","","2","1","3","4","4","0","0","FF only"
"1862","Sep 17, 2018 6:18:26 pm","Sep 17, 2018 6:24:45 pm","Complete","","","English","","","1537233506_5ba0526200dc70.52349482","","","","62.0","0","null","0","7209c031-5d69-4995-badd-e49dbaa65893","","","","","","","","","Fast","","","","","","Simple","Full of features","","","","","","","Been using for years","","09/17/2018","0","0","0","0","0","0","0","0","0","0","39","40","","","43","","","","","","","50","","","","","55","","","","2","","","5","","7","","","10","","","13","","","16","17","","","2","2","4","4","3","12","4","I use Firefox <strong>more often</strong> than I use the other browser(s) that I sometimes choose."
"1863","Sep 17, 2018 6:18:58 pm","Sep 17, 2018 6:24:11 pm","Complete","","","English","","","1537233538_5ba0528253c748.64045630","","","","62.0","1","null","1","b6016f59-ea09-4918-9cea-125e1520d2ad","","","Independent","","","","","Friendly","Fast","","Stable","","","","Simple","","Secure","Private","Efficient","","","","","","09/17/2018","0","1","2","2","1","0","0","1","0","0","","","","","43","","","","","","","50","","","","","55","","","","2","3","","5","","","","","","","","","","","16","17","","","3","3","4","4","4","0","0","I use Firefox <strong>more often</strong> than I use the other browser(s) that I sometimes choose."
"1864","Sep 17, 2018 6:31:21 pm","Sep 17, 2018 6:37:28 pm","Complete","","","English","","","1537234280_5ba05568bcb3d0.42798273","","","","59.0.2","1","google","0","f9ecaee4-00aa-4e68-86f0-ae7405ce1861","","","","","","","","","","","Stable","","","","","","Secure","Private","Efficient","","","","","","09/17/2018","2","1","2","2","2","0","0","0","0","0","","40","","","43","","45","","","","49","","","","","","","56","","","2","3","4","5","","7","","","","","","13","14","15","16","","","","3","2","0","2","3","0","3","I use Firefox <strong>more often</strong> than I use the other browser(s) that I sometimes choose."
"1865","Sep 17, 2018 6:32:17 pm","Sep 17, 2018 6:37:47 pm","Complete","","","English","","","1537234337_5ba055a1739140.71290017","","","","56.0","1","google","1","f41fa02d-7151-4b17-b8a9-9db20c27befe","","","Independent","","Customizable","Different","","","Fast","","Stable","","","Easy to find","Simple","Full of features","Secure","Private","Efficient","","","","Been using for years","Distinctive","09/17/2018","3","2","2","3","","1","1","1","1","1","","","","","43","","","46","","","49","50","","","53","","","","","","2","3","4","5","6","7","","","","11","12","13","","15","","17","","","2","4","0","4","4","0","2","FF only"
"1866","Sep 17, 2018 6:33:02 pm","Sep 17, 2018 6:37:39 pm","Partial","","","English","","","1537234382_5ba055cebdc583.67159665","","","","62.0","1","google-2018","1","4c213888-dba2-4173-bded-98b444e5bd31","","","Independent","Recommended","Customizable","Different","","","Fast","","Stable","","","Easy to find","","Full of features","Secure","Private","Efficient","","Good reputation","On my side","","Distinctive","09/17/2018","3","1","3","3","2","0","0","0","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1867","Sep 17, 2018 6:38:33 pm","Sep 17, 2018 6:39:11 pm","Partial","","","English","","","1537234713_5ba057193e6201.07762333","","","","62.0","1","bing","1","f4a96b8e-6f7c-46e1-ad3c-646b6f03f178","","","","","","","","Friendly","Fast","Popular","Stable","","","","Simple","","Secure","Private","","","Good reputation","","","","09/17/2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1868","Sep 17, 2018 6:39:53 pm","Sep 17, 2018 6:50:05 pm","Complete","","","English","","","1537234793_5ba057694dcf99.18333057","","","","62.0","1","null","0","94e90387-81a4-3d4b-a613-b88a11acd2eb","","","","","Customizable","","","","Fast","","Stable","","","","","","","","","","","","Been using for years","","09/17/2018","2","2","2","2","1","0","1","0","1","0","39","40","","","43","","","","","","","50","51","","53","","55","","","","2","3","4","5","","","","","","","","13","","","16","17","","","4","2","0","3","4","3","3","FF only"
"1869","Sep 17, 2018 7:05:52 pm","Sep 17, 2018 7:06:22 pm","Partial","","","English","","","1537236352_5ba05d802872f4.48705843","","","","62.0","0","google-2018","0","9045a8fa-9f70-4fbc-a1b3-4d2aa61f75d2","","","Independent","","","","Opensource","","","","","","","","","","Secure","Private","","","","","","","09/17/2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1870","Sep 17, 2018 7:04:09 pm","Sep 17, 2018 7:13:28 pm","Complete","","","English","","","1537236248_5ba05d18d3a483.33046079","","","","62.0","1","google-2018","1","32b76093-361e-4ed9-b6b1-9271c828c241","","","Independent","","","","","Friendly","","","","","","","Simple","","Secure","Private","Efficient","Socially responsible","Good reputation","","Been using for years","","09/17/2018","3","2","3","2","2","0","1","0","0","0","","40","","","43","","","","","","","","","","","","55","","","1","2","3","4","5","6","","","","","","","13","","","16","","","","0","3","3","4","4","0","2.5","FF only"
"1871","Sep 17, 2018 7:15:32 pm","Sep 17, 2018 7:16:58 pm","Partial","","","English","","","1537236932_5ba05fc441e917.01132380","","","","61.0.2","0","google-2018","0","ba486cb0-354b-3e46-ae4a-8bb58d3263af","","","","","","","","","Fast","","","","","","","","Secure","","Efficient","","","On my side","","","09/17/2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1872","Sep 17, 2018 7:29:40 pm","Sep 17, 2018 7:32:33 pm","Complete","","","English","","","1537237779_5ba06313e10187.11563474","","","","62.0","0","google","1","8c802e20-d567-457b-a54f-446bab80ad8d","","","","","","","Opensource","","Fast","","Stable","","","Easy to find","","","Secure","","Efficient","","","","","","09/17/2018","1","1","2","2","0","0","1","1","1","1","39","40","","","43","","45","","47","","49","","51","","53","","55","56","","","2","","4","5","","7","","","","","12","13","14","15","16","17","","","4","3","4","","4","1","4","I use Firefox <strong>more often</strong> than I use the other browser(s) that I sometimes choose."
"1873","Sep 17, 2018 7:34:39 pm","Sep 17, 2018 7:43:02 pm","Complete","","","English","","","1537238079_5ba0643f3c85a0.96963973","","","","62.0","1","google-2018","0","fab2718e-ddb4-45e8-8658-0e218af4f507","","","","","","","","","Fast","","Stable","","","","Simple","","","","Efficient","","","","","","09/17/2018","2","0","2","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","57","","2","","","5","","7","","","","","","13","","","","17","","","0","3","3","2","4","0","1.5","FF only"
"1874","Sep 17, 2018 7:42:31 pm","Sep 17, 2018 7:45:33 pm","Complete","","","English","","","1537238551_5ba06617b2d6d1.70002507","","","","61.0.1","1","google","1","d415a417-5193-4307-88a6-60a2803abbc6","","","Independent","","Customizable","","Opensource","Friendly","Fast","","Stable","","","Easy to find","Simple","Full of features","Secure","Private","Efficient","Socially responsible","Good reputation","On my side","","Distinctive","09/17/2018","3","3","3","3","3","0","0","3","0","0","39","40","","","43","44","","","47","","","","","","","","","56","","","2","","","5","","","","","","","","13","","","","17","","","4","3","4","4","4","10","4","FF only"
"1875","Sep 17, 2018 8:16:35 pm","Sep 17, 2018 8:25:35 pm","Complete","","","English","","","1537240595_5ba06e13222f25.93515371","","","","62.0","0","google-2018","1","a0e24b85-bc96-4c83-bfeb-1610c17f2015","","","","","","","Opensource","Friendly","","","Stable","","","","Simple","","Secure","","Efficient","","Good reputation","","","","09/17/2018","1","2","3","1","2","0","0","0","0","0","39","","","","43","","","","","","","","51","","","","55","","","","2","3","","","","","","","","","","","","","","","","","4","3","4","4","4","2","1","I use Firefox <strong>more often</strong> than I use the other browser(s) that I sometimes choose."
"1876","Sep 17, 2018 8:21:35 pm","Sep 17, 2018 8:21:55 pm","Partial","","","English","","","1537240895_5ba06f3fc0d009.97756688","","","","62.0","0","google-2018","0","90bd4fbc-a838-446b-bf4e-180ff7ad880a","","","","","","","","Friendly","Fast","","Stable","","","Easy to find","Simple","","","","","","","","","","09/17/2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1877","Sep 17, 2018 8:24:08 pm","Sep 17, 2018 8:27:26 pm","Complete","","","English","","","1537241048_5ba06fd8ad8ec1.54336970","","","","62.0","0","google-2018","0","5af2fefc-d57c-4719-8e05-094ec16c8df1","","","","","Customizable","","","","Fast","","Stable","","","","","","Secure","","","","Good reputation","","","","09/17/2018","1","0","2","0","0","0","2","1","1","0","39","","","","43","","45","","47","","","50","51","","53","","55","56","","1","2","3","4","5","6","7","","9","","","12","13","14","15","16","17","","","3","2","4","4","4","0","4","FF secondary"
"1878","Sep 17, 2018 8:22:14 pm","Sep 17, 2018 8:31:02 pm","Complete","","","English","","","1537240934_5ba06f66b3fdf9.62247501","","","","62.0","1","google-2018","1","e095c0f1-074b-4916-a688-1e3a5880ab60","","","","","Customizable","","","","Fast","","Stable","","","","","","Secure","Private","","","","","","","09/17/2018","1","0","1","2","0","0","0","0","0","0","39","40","","","43","44","","46","47","","49","50","","","53","","","56","","1","2","","","5","","","","","10","","","13","14","15","","","","","4","2","4","4","4","0","0","I use Firefox <strong>more often</strong> than I use the other browser(s) that I sometimes choose."
"1879","Sep 17, 2018 8:38:49 pm","Sep 17, 2018 8:41:44 pm","Complete","","","English","","","1537241929_5ba07349452433.08748643","","","","62.0","0","google-2018","1","e932a4fc-c28c-4620-8913-0e05139a39e6","","","","","Customizable","","Opensource","Friendly","Fast","Popular","Stable","","","Easy to find","","Full of features","","","","","Good reputation","On my side","Been using for years","","09/17/2018","0","","3","0","3","0","0","0","","","","40","","","43","44","45","46","47","","49","","51","","","54","","56","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","24","24","FF only"
"1880","Sep 17, 2018 8:51:24 pm","Sep 17, 2018 8:53:21 pm","Partial","","","English","","","1537242684_5ba0763cbec1c6.99425760","","","","62.0","1","google-2018","0","7ffe9bf5-8014-496a-ab6c-bb7a0ddee39d","","","Independent","","","","","","Fast","","Stable","","","","Simple","","Secure","Private","Efficient","","","On my side","Been using for years","","09/17/2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1881","Sep 17, 2018 8:58:23 pm","Sep 17, 2018 9:04:17 pm","Complete","","","English","","","1537243103_5ba077df5692c6.71362861","","","","62.0","1","google-2018","0","ab4cabe0-a716-9740-8d35-852ebe2a81d6","","","Independent","Recommended","Customizable","","","Friendly","Fast","","Stable","","","","Simple","","Secure","Private","Efficient","Socially responsible","Good reputation","On my side","","","09/17/2018","3","3","3","3","2","0","0","0","0","0","39","40","","42","43","44","","","47","","","","51","","","","55","56","","1","2","3","4","5","","7","","","","","","13","","15","16","17","","","4","2","4","4","4","6","4","I use Firefox <strong>more often</strong> than I use the other browser(s) that I sometimes choose."
"1882","Sep 17, 2018 9:02:26 pm","Sep 17, 2018 9:05:50 pm","Complete","","","English","","","1537243346_5ba078d27ff991.96539785","","","","62.0","1","google-2018","1","e9f46e1e-4157-45d2-8203-35a765fa8ce9","","","Independent","Recommended","Customizable","","","","Fast","","Stable","","","Easy to find","Simple","Full of features","","Private","Efficient","","","","","","09/18/2018","2","2","3","2","1","2","3","2","3","1","","40","","","","","","","47","","","","","","","","55","","","","2","","4","5","","7","","","","","","13","14","","16","17","","","2","3","2","3","4","0","12","I use Firefox <strong>more often</strong> than I use the other browser(s) that I sometimes choose."
"1883","Sep 17, 2018 9:27:59 pm","Sep 17, 2018 9:38:18 pm","Complete","","","English","","","1537244879_5ba07ecf22a202.08234181","","","","62.0","0","google-2018","1","a5c6d0c4-09fd-44a3-bae7-78ef97370759","","","Independent","","","","","Friendly","","","Stable","","","Easy to find","Simple","","Secure","Private","Efficient","Socially responsible","Good reputation","On my side","","","09/18/2018","1","1","3","1","0","0","0","0","0","0","","","","","43","","","","","","","","","","","","","","","","2","","","5","","","8","","","","","13","","15","","","","","0","3","1","1","1","0","1","FF only"
"1884","Sep 17, 2018 9:39:28 pm","Sep 17, 2018 9:56:11 pm","Complete","","","English","","","1537245567_5ba0817fe0eff6.49964737","","","","62.0","1","google-2018","0","27446f0d-3b65-44cd-a5d4-09771bef21cc","","","Independent","Recommended","Customizable","Different","Opensource","Friendly","Fast","","Stable","","","Easy to find","Simple","Full of features","Secure","Private","Efficient","","Good reputation","On my side","Been using for years","Distinctive","09/18/2018","2","2","2","2","1","0","0","0","0","0","39","40","","42","43","44","45","","47","","49","","51","","","","55","","","","2","3","4","5","","","","","","","12","13","14","15","16","17","","","3","2","3","3","3","8","5","I use Firefox <strong>more often</strong> than I use the other browser(s) that I sometimes choose."
"1885","Sep 17, 2018 9:55:13 pm","Sep 17, 2018 9:59:14 pm","Complete","","","English","","","1537246513_5ba085315ca528.63155537","","","","62.0","0","google-2018","1","0f077e06-4c49-4d01-a89a-bcff4a10640c","","","","","Customizable","","","","Fast","","Stable","","","","","","Secure","Private","","","Good reputation","On my side","","","09/18/2018","2","1","2","0","0","0","2","2","1","1","39","","","","43","","","","47","","","","","","","54","55","","","","2","3","","5","","7","","","","","","","","","16","17","","","3","2","4","4","4","0","0","I use Firefox <strong>more often</strong> than I use the other browser(s) that I sometimes choose."
"1886","Sep 17, 2018 10:12:40 pm","Sep 17, 2018 10:17:51 pm","Complete","","","English","","","1537247559_5ba08947cde828.00209876","","","","62.0","1","google-2018","0","f46bf823-1175-4ce3-bae8-3d6fffb7777b","","","","","Customizable","","","","Fast","","Stable","","","","Simple","","Secure","Private","Efficient","","Good reputation","On my side","","","09/18/2018","0","2","2","0","0","0","0","0","0","0","39","40","","","43","","45","46","47","","49","","","","53","54","55","56","","","2","3","4","5","","7","","","","","12","13","","15","16","17","","","3","3","3","4","4","3","7","I use Firefox <strong>more often</strong> than I use the other browser(s) that I sometimes choose."
"1887","Sep 17, 2018 10:56:43 pm","Sep 17, 2018 11:03:11 pm","Complete","","","English","","","1537250202_5ba0939ae53d86.97041930","","","","62.0","1","google-2018","0","0a70fb6b-ad87-4f20-bfbc-7b8c8453bee8","","","Independent","Recommended","","","","","","","Stable","","","Easy to find","","","Secure","","","","Good reputation","","","","09/18/2018","2","2","2","2","1","0","0","0","0","0","39","","","","43","","","","","","","","","","","","","","","1","2","3","4","5","","","","","","","","13","14","","","17","","","4","2","3","4","4","0","2","I use Firefox <strong>more often</strong> than I use the other browser(s) that I sometimes choose."
